query,query_group,mode,rank,image_id,score,file_path,photo_url,ai_description,keywords,brightness,contrast,saturation,warmth,detected_objects,weak_relevance,keyword_filter,rerank
building,object_like,qdrant_semantic,6,xX1mcY-lTpo,0.28106768178883357,data\unsplash-lite\images\xX1mcY-lTpo.jpg,https://unsplash.com/photos/xX1mcY-lTpo,a traffic light hanging from the side of a tall building,"[""apartment building"", ""architecture"", ""building"", ""campus"", ""city"", ""condo"", ""convention center"", ""flare"", ""high rise"", ""housing"", ""light"", ""metropolis"", ""office building"", ""parliament"", ""town"", ""traffic light"", ""urban"", ""window""]",0.35209570952647923,0.2452517106059405,0.40419788791616357,0.5277108467562246,[],2,,False
building,object_like,qdrant_semantic,7,RIrYF6_HwOY,0.27870155236796923,data\unsplash-lite\images\RIrYF6_HwOY.jpg,https://unsplash.com/photos/RIrYF6_HwOY,high-rise building greyscale photography,"[""arch"", ""arched"", ""architecture"", ""automobile"", ""backgrounds"", ""banister"", ""black and white"", ""brick"", ""building"", ""car"", ""city"", ""clock tower"", ""column"", ""corner"", ""countryside"", ""coupe"", ""dome"", ""fisheye"", ""handrail"", ""high rise"", ""hotel"", ""minimal"", ""nature"", ""neighborhood"", ""office building"", ""outdoors"", ""pillar"", ""planetarium"", ""plant"", ""roof"", ""rural"", ""shapes"", ""shapes and patterns"", ""shelter"", ""silhouette"", ""sky"", ""slices of sky"", ""spire"", ""sports car"", ""steeple"", ""symbol"", ""tower"", ""town"", ""transportation"", ""triangle"", ""urban"", ""vehicle"", ""veins"", ""wall"", ""window""]",0.28257891087750203,0.2531351158331105,0.0,0.5,[],2,,False
building,object_like,qdrant_semantic,8,TFoZ93XScFM,0.27644810894632177,data\unsplash-lite\images\TFoZ93XScFM.jpg,https://unsplash.com/photos/TFoZ93XScFM,worm's-eye view photography of black building,"[""angle"", ""architecture"", ""building"", ""city"", ""clouds"", ""cloudy"", ""dark"", ""diagonals"", ""downtown"", ""geometry"", ""grey"", ""high rise"", ""highrise"", ""housing"", ""landmark"", ""landscape"", ""lines"", ""looking up"", ""modern"", ""office building"", ""point of view"", ""rise"", ""sky"", ""skyscraper"", ""tower block"", ""town"", ""up"", ""urban""]",0.6290157265252142,0.2827443448560553,0.10620532441348975,0.4768932767846875,[],2,,False
building,object_like,qdrant_semantic,9,cMa5VZFBmQU,0.2733123612694579,data\unsplash-lite\images\cMa5VZFBmQU.jpg,https://unsplash.com/photos/cMa5VZFBmQU,white painted building under blue sky,"[""apartment building"", ""architectural"", ""architecture"", ""asphalt"", ""azure sky"", ""blue sky"", ""building"", ""bush"", ""city"", ""condo"", ""corner"", ""corner building"", ""countryside"", ""high rise"", ""hotel"", ""housing"", ""intersection"", ""modern"", ""modern building"", ""nature"", ""neighborhood"", ""office building"", ""outdoors"", ""perspective"", ""plant"", ""road"", ""rural"", ""shelter"", ""silhouette"", ""sky"", ""skylight"", ""tarmac"", ""texture"", ""town"", ""urban"", ""vegetation"", ""white building"", ""window""]",0.6364476573938507,0.1784148432872154,0.4063709005289524,0.33943056198504296,[],2,,False
building,object_like,qdrant_semantic,10,oHGgJo0-tPI,0.2732352923181576,data\unsplash-lite\images\oHGgJo0-tPI.jpg,https://unsplash.com/photos/oHGgJo0-tPI,low-angle photography of concrete building,"[""apartment building"", ""architecture"", ""art"", ""banister"", ""box"", ""building"", ""city"", ""concrete"", ""condo"", ""convention center"", ""corner"", ""countryside"", ""cross"", ""glow"", ""handrail"", ""high rise"", ""housing"", ""industrial"", ""nature"", ""night"", ""office building"", ""outdoors"", ""plywood"", ""rural"", ""sculpture"", ""shadow"", ""shelter"", ""silhouette"", ""sky"", ""stone"", ""sunlight"", ""symbol"", ""town"", ""triangle"", ""urban"", ""wood"", ""yellow""]",0.2186941611321948,0.18526397862121202,0.19746182472255766,0.5457737995766487,[],2,,False
building,object_like,qdrant_keyword,1,0ABCZ9bTsw4,0.298717450156137,data\unsplash-lite\images\0ABCZ9bTsw4.jpg,https://unsplash.com/photos/0ABCZ9bTsw4,brown high-rise building,"[""architecture"", ""asphalt"", ""building"", ""city"", ""high rise"", ""hotel"", ""metropolis"", ""office building"", ""silhouette"", ""skyscraper"", ""spire"", ""steeple"", ""tarmac"", ""tower"", ""town"", ""transportation"", ""triangle"", ""urban"", ""vehicle"", ""vessel"", ""wall"", ""watercraft"", ""window""]",0.4262921105025588,0.11911933501606489,0.525239819626531,0.3386010095020413,[],2,building,False
building,object_like,qdrant_keyword,2,yVCBr4ZuOnI,0.2958749890017367,data\unsplash-lite\images\yVCBr4ZuOnI.jpg,https://unsplash.com/photos/yVCBr4ZuOnI,green and white high rise building,"[""apartment building"", ""architect"", ""architecture"", ""architecutre"", ""art"", ""building"", ""city"", ""condo"", ""fine art"", ""green"", ""green and pink"", ""high rise"", ""housing"", ""hungary"", ""manipulate"", ""minimal"", ""photoshop"", ""pink"", ""pink and green"", ""pink sky"", ""sky"", ""skyscraper"", ""town"", ""urban""]",0.7369912401638287,0.20490979576241997,0.11908153742582558,0.503790669948078,[],2,building,False
building,object_like,qdrant_keyword,3,Qj20ZHLmVis,0.2897137950249342,data\unsplash-lite\images\Qj20ZHLmVis.jpg,https://unsplash.com/photos/Qj20ZHLmVis,low-angle photography of concrete building,"[""aluminium"", ""animal"", ""apartment building"", ""architecture"", ""bird"", ""building"", ""city"", ""condo"", ""cylinder"", ""downtown"", ""electrical device"", ""elevator"", ""flying"", ""high rise"", ""housing"", ""nature"", ""office building"", ""outdoors"", ""power plant"", ""sand"", ""solar panels"", ""sphere"", ""steel"", ""text"", ""tower"", ""town"", ""urban"", ""window""]",0.5262926953550517,0.24146802246839705,0.23157437725524238,0.4412199797453704,[],2,building,False
building,object_like,qdrant_keyword,4,k5kaWuxelPU,0.28335447475823644,data\unsplash-lite\images\k5kaWuxelPU.jpg,https://unsplash.com/photos/k5kaWuxelPU,white and gray building,"[""accessories"", ""accessory"", ""architecture"", ""building"", ""cucumber"", ""diamond"", ""dome"", ""food"", ""fruit"", ""gemstone"", ""jewelry"", ""office building"", ""planetarium"", ""plant"", ""roof"", ""sphere"", ""tower"", ""triangle"", ""vegetable"", ""water tower""]",0.8288141714495681,0.13034952490232138,0.1353112452581535,0.4379114796305876,[],2,building,False
building,object_like,qdrant_keyword,5,-Eeb9KLcoMk,0.2822928198341971,data\unsplash-lite\images\-Eeb9KLcoMk.jpg,https://unsplash.com/photos/-Eeb9KLcoMk,architectural photography of blue and gray skyscraper,"[""apartment building"", ""architecture"", ""building"", ""city"", ""commercial building"", ""downtown"", ""high rise"", ""housing"", ""office building"", ""reflection"", ""skyscraper"", ""tower block"", ""town"", ""urban"", ""urban landscape"", ""wondow""]",0.3722294880123102,0.19186307936902544,0.26527298830716495,0.4623539547397907,[],2,building,False
building,object_like,qdrant_keyword,6,xX1mcY-lTpo,0.28106768178883357,data\unsplash-lite\images\xX1mcY-lTpo.jpg,https://unsplash.com/photos/xX1mcY-lTpo,a traffic light hanging from the side of a tall building,"[""apartment building"", ""architecture"", ""building"", ""campus"", ""city"", ""condo"", ""convention center"", ""flare"", ""high rise"", ""housing"", ""light"", ""metropolis"", ""office building"", ""parliament"", ""town"", ""traffic light"", ""urban"", ""window""]",0.35209570952647923,0.2452517106059405,0.40419788791616357,0.5277108467562246,[],2,building,False
building,object_like,qdrant_keyword,7,RIrYF6_HwOY,0.27870155236796923,data\unsplash-lite\images\RIrYF6_HwOY.jpg,https://unsplash.com/photos/RIrYF6_HwOY,high-rise building greyscale photography,"[""arch"", ""arched"", ""architecture"", ""automobile"", ""backgrounds"", ""banister"", ""black and white"", ""brick"", ""building"", ""car"", ""city"", ""clock tower"", ""column"", ""corner"", ""countryside"", ""coupe"", ""dome"", ""fisheye"", ""handrail"", ""high rise"", ""hotel"", ""minimal"", ""nature"", ""neighborhood"", ""office building"", ""outdoors"", ""pillar"", ""planetarium"", ""plant"", ""roof"", ""rural"", ""shapes"", ""shapes and patterns"", ""shelter"", ""silhouette"", ""sky"", ""slices of sky"", ""spire"", ""sports car"", ""steeple"", ""symbol"", ""tower"", ""town"", ""transportation"", ""triangle"", ""urban"", ""vehicle"", ""veins"", ""wall"", ""window""]",0.28257891087750203,0.2531351158331105,0.0,0.5,[],2,building,False
building,object_like,qdrant_keyword,8,TFoZ93XScFM,0.27644810894632177,data\unsplash-lite\images\TFoZ93XScFM.jpg,https://unsplash.com/photos/TFoZ93XScFM,worm's-eye view photography of black building,"[""angle"", ""architecture"", ""building"", ""city"", ""clouds"", ""cloudy"", ""dark"", ""diagonals"", ""downtown"", ""geometry"", ""grey"", ""high rise"", ""highrise"", ""housing"", ""landmark"", ""landscape"", ""lines"", ""looking up"", ""modern"", ""office building"", ""point of view"", ""rise"", ""sky"", ""skyscraper"", ""tower block"", ""town"", ""up"", ""urban""]",0.6290157265252142,0.2827443448560553,0.10620532441348975,0.4768932767846875,[],2,building,False
building,object_like,qdrant_keyword,9,cMa5VZFBmQU,0.2733123612694579,data\unsplash-lite\images\cMa5VZFBmQU.jpg,https://unsplash.com/photos/cMa5VZFBmQU,white painted building under blue sky,"[""apartment building"", ""architectural"", ""architecture"", ""asphalt"", ""azure sky"", ""blue sky"", ""building"", ""bush"", ""city"", ""condo"", ""corner"", ""corner building"", ""countryside"", ""high rise"", ""hotel"", ""housing"", ""intersection"", ""modern"", ""modern building"", ""nature"", ""neighborhood"", ""office building"", ""outdoors"", ""perspective"", ""plant"", ""road"", ""rural"", ""shelter"", ""silhouette"", ""sky"", ""skylight"", ""tarmac"", ""texture"", ""town"", ""urban"", ""vegetation"", ""white building"", ""window""]",0.6364476573938507,0.1784148432872154,0.4063709005289524,0.33943056198504296,[],2,building,False
building,object_like,qdrant_keyword,10,oHGgJo0-tPI,0.2732352923181576,data\unsplash-lite\images\oHGgJo0-tPI.jpg,https://unsplash.com/photos/oHGgJo0-tPI,low-angle photography of concrete building,"[""apartment building"", ""architecture"", ""art"", ""banister"", ""box"", ""building"", ""city"", ""concrete"", ""condo"", ""convention center"", ""corner"", ""countryside"", ""cross"", ""glow"", ""handrail"", ""high rise"", ""housing"", ""industrial"", ""nature"", ""night"", ""office building"", ""outdoors"", ""plywood"", ""rural"", ""sculpture"", ""shadow"", ""shelter"", ""silhouette"", ""sky"", ""stone"", ""sunlight"", ""symbol"", ""town"", ""triangle"", ""urban"", ""wood"", ""yellow""]",0.2186941611321948,0.18526397862121202,0.19746182472255766,0.5457737995766487,[],2,building,False
person in street photography,combined,qdrant_semantic,1,qjZzZccbE1E,0.2823432836663681,data\unsplash-lite\images\qjZzZccbE1E.jpg,https://unsplash.com/photos/qjZzZccbE1E,man standing beside motor scooter,"[""alloy wheel"", ""apparel"", ""astronaut"", ""boot"", ""building"", ""city"", ""clothing"", ""crash helmet"", ""footwear"", ""hardhat"", ""helmet"", ""human"", ""local"", ""machine"", ""metropolis"", ""moped"", ""motor"", ""motor scooter"", ""motorcycle"", ""person"", ""riding boot"", ""scooter"", ""spoke"", ""tire"", ""town"", ""transportation"", ""urban"", ""vehicle"", ""vespa"", ""wheel""]",0.405202558928845,0.3077799716804608,0.28502859477124187,0.498860806733175,[],2,,False
person in street photography,combined,qdrant_semantic,2,UMftJn4b9yM,0.2763331340443589,data\unsplash-lite\images\UMftJn4b9yM.jpg,https://unsplash.com/photos/UMftJn4b9yM,silhouette of a person walking on gray concrete floor,"[""black"", ""black and white"", ""building"", ""city"", ""image"", ""person"", ""photography"", ""shadow"", ""silhouette"", ""steps"", ""street photography"", ""town"", ""urban"", ""walking"", ""white""]",0.3253503657322304,0.36587095641668155,0.0,0.5,[],2,,False
person in street photography,combined,qdrant_semantic,3,Gzm1yUip9Yw,0.27512812240202567,data\unsplash-lite\images\Gzm1yUip9Yw.jpg,https://unsplash.com/photos/Gzm1yUip9Yw,grayscale photo of two person sitting near fence,"[""apparel"", ""asphalt"", ""automobile"", ""banister"", ""bicycle"", ""bike"", ""black and white"", ""building"", ""car"", ""clothing"", ""couple"", ""crawling"", ""cyclist"", ""driving"", ""fence"", ""flooring"", ""freeway"", ""handrail"", ""human"", ""hurdle"", ""intersection"", ""kart"", ""light and shadow"", ""office building"", ""path"", ""pedestrian"", ""person"", ""phone photgraphy"", ""railing"", ""road"", ""running track"", ""shorts"", ""silhouette"", ""sport"", ""sports"", ""street photogrphy"", ""tarmac"", ""transportation"", ""two people"", ""vehicle"", ""wall""]",0.37770636137742386,0.3279157909345321,0.01432386879130105,0.5000874261997617,[],2,,False
person in street photography,combined,qdrant_semantic,4,2Cirx1WkMvU,0.2737359311491942,data\unsplash-lite\images\2Cirx1WkMvU.jpg,https://unsplash.com/photos/2Cirx1WkMvU,man standing near wall,"[""alley"", ""alleyway"", ""apparel"", ""architecture"", ""asphalt"", ""banister"", ""building"", ""car"", ""city"", ""city life"", ""clothing"", ""coat"", ""column"", ""corridor"", ""crowd"", ""dark"", ""darkness"", ""dome"", ""door"", ""elevator"", ""evening"", ""evening dress"", ""exterior"", ""fashion"", ""female"", ""floor"", ""flooring"", ""footwear"", ""gown"", ""hair"", ""handrail"", ""high rise"", ""holding"", ""human"", ""infrastructure"", ""jacket"", ""light"", ""man"", ""metropolis"", ""military"", ""military uniform"", ""moody"", ""nature"", ""night"", ""office building"", ""officer"", ""outdoors"", ""overcoat"", ""pants"", ""pedestrian"", ""people"", ""person"", ""pillar"", ""prison"", ""road"", ""robe"", ""runway"", ""shadow"", ""shoe"", ""silhouette"", ""sitting"", ""sleeve"", ""sliding door"", ""snapshot"", ""soldier"", ""stage"", ""street"", ""street photography"", ""suit"", ""tarmac"", ""tower"", ""town"", ""tuxedo"", ""urban"", ""wall lamp"", ""window"", ""woman""]",0.0814843869676777,0.1324196403599458,0.32666129317938114,0.49131430233226103,[],2,,False
person in street photography,combined,qdrant_semantic,5,uWvLFkvm8uI,0.2726072775544699,data\unsplash-lite\images\uWvLFkvm8uI.jpg,https://unsplash.com/photos/uWvLFkvm8uI,a man standing in the middle of a street at night,"[""crowd"", ""flare"", ""fog"", ""human"", ""light"", ""mist"", ""nature"", ""outdoors"", ""person"", ""pollution"", ""smog"", ""smoke"", ""weather""]",0.3172536313923356,0.19751379242573636,0.23794717227711398,0.5449769063712725,[],2,,False
person in street photography,combined,qdrant_semantic,6,H5llhoZSm9Y,0.27250930168716503,data\unsplash-lite\images\H5llhoZSm9Y.jpg,https://unsplash.com/photos/H5llhoZSm9Y,woman in black tank top standing near flowers in grayscale photography,"[""apparel"", ""art"", ""back"", ""black hair"", ""blossom"", ""clothing"", ""coat"", ""dance pose"", ""dress"", ""evening dress"", ""face"", ""fashion"", ""female"", ""finger"", ""floral design"", ""flower"", ""flower arrangement"", ""flower bouquet"", ""geranium"", ""girl"", ""gown"", ""graphics"", ""hair"", ""human"", ""leisure activities"", ""lingerie"", ""long sleeve"", ""musical instrument"", ""musician"", ""neck"", ""overcoat"", ""pattern"", ""people"", ""person"", ""photo"", ""photography"", ""plant"", ""pollen"", ""portrait"", ""railing"", ""robe"", ""silhouette"", ""skin"", ""sleeve"", ""suit"", ""tuxedo"", ""underwear"", ""wall"", ""woman""]",0.13195281503363807,0.14169116011441418,0.0,0.5,[],1,,False
person in street photography,combined,qdrant_semantic,7,q3sEEze3X_w,0.2720019169181428,data\unsplash-lite\images\q3sEEze3X_w.jpg,https://unsplash.com/photos/q3sEEze3X_w,man walking on sidewalk of the city,"[""apparel"", ""asphalt"", ""automobile"", ""banister"", ""building"", ""car"", ""city"", ""clothing"", ""coat"", ""cowboy hat"", ""downtown"", ""handrail"", ""hat"", ""human"", ""intersection"", ""metropolis"", ""office building"", ""overcoat"", ""person"", ""road"", ""sun hat"", ""tarmac"", ""town"", ""transportation"", ""urban"", ""vehicle""]",0.3542218376608456,0.2390277446154677,0.37439564424402577,0.4674761843213848,[],2,,False
person in street photography,combined,qdrant_semantic,8,DICEPtYOr1M,0.2713921195027439,data\unsplash-lite\images\DICEPtYOr1M.jpg,https://unsplash.com/photos/DICEPtYOr1M,grayscale photography of person wearing hoodie,"[""alley"", ""alleyway"", ""back"", ""bass"", ""black"", ""black and white"", ""blur"", ""bokeh"", ""building"", ""carry"", ""chess"", ""city"", ""community"", ""crowd"", ""face"", ""game"", ""guitar"", ""hoodies"", ""human"", ""jacket"", ""life"", ""london"", ""man"", ""market"", ""monochrome"", ""pedestrian"", ""people"", ""person"", ""photograph"", ""portrait"", ""road"", ""rock"", ""street"", ""town"", ""urban""]",0.35735157504156634,0.3569134233853555,0.0,0.5,[],2,,False
person in street photography,combined,qdrant_semantic,9,NxhnRkhKIrc,0.2701953512836677,data\unsplash-lite\images\NxhnRkhKIrc.jpg,https://unsplash.com/photos/NxhnRkhKIrc,a man standing on a street next to a train,"[""apparel"", ""clothing"", ""coat"", ""fog"", ""hat"", ""human"", ""mist"", ""nature"", ""outdoors"", ""overcoat"", ""people"", ""person"", ""pollution"", ""smog"", ""smoke"", ""street photography"", ""weather""]",0.42633001788768893,0.18471978268334346,0.0867015464633119,0.5176218618754468,[],2,,False
person in street photography,combined,qdrant_semantic,10,uTad53fcxss,0.2695848704895228,data\unsplash-lite\images\uTad53fcxss.jpg,https://unsplash.com/photos/uTad53fcxss,woman walking using umbrella going up on stairs,"[""apparel"", ""banister"", ""canopy"", ""clothing"", ""coat"", ""footwear"", ""handrail"", ""human"", ""overcoat"", ""person"", ""railing"", ""shoe"", ""staircase"", ""umbrella""]",0.16962808048023897,0.16498274026587323,0.3629071523628983,0.48444455614276966,[],1,,False
person in street photography,combined,qdrant_keyword_primary,1,qjZzZccbE1E,0.2823432836663681,data\unsplash-lite\images\qjZzZccbE1E.jpg,https://unsplash.com/photos/qjZzZccbE1E,man standing beside motor scooter,"[""alloy wheel"", ""apparel"", ""astronaut"", ""boot"", ""building"", ""city"", ""clothing"", ""crash helmet"", ""footwear"", ""hardhat"", ""helmet"", ""human"", ""local"", ""machine"", ""metropolis"", ""moped"", ""motor"", ""motor scooter"", ""motorcycle"", ""person"", ""riding boot"", ""scooter"", ""spoke"", ""tire"", ""town"", ""transportation"", ""urban"", ""vehicle"", ""vespa"", ""wheel""]",0.405202558928845,0.3077799716804608,0.28502859477124187,0.498860806733175,[],2,person,False
person in street photography,combined,qdrant_keyword_primary,2,UMftJn4b9yM,0.2763331340443589,data\unsplash-lite\images\UMftJn4b9yM.jpg,https://unsplash.com/photos/UMftJn4b9yM,silhouette of a person walking on gray concrete floor,"[""black"", ""black and white"", ""building"", ""city"", ""image"", ""person"", ""photography"", ""shadow"", ""silhouette"", ""steps"", ""street photography"", ""town"", ""urban"", ""walking"", ""white""]",0.3253503657322304,0.36587095641668155,0.0,0.5,[],2,person,False
person in street photography,combined,qdrant_keyword_primary,3,Gzm1yUip9Yw,0.27512812240202567,data\unsplash-lite\images\Gzm1yUip9Yw.jpg,https://unsplash.com/photos/Gzm1yUip9Yw,grayscale photo of two person sitting near fence,"[""apparel"", ""asphalt"", ""automobile"", ""banister"", ""bicycle"", ""bike"", ""black and white"", ""building"", ""car"", ""clothing"", ""couple"", ""crawling"", ""cyclist"", ""driving"", ""fence"", ""flooring"", ""freeway"", ""handrail"", ""human"", ""hurdle"", ""intersection"", ""kart"", ""light and shadow"", ""office building"", ""path"", ""pedestrian"", ""person"", ""phone photgraphy"", ""railing"", ""road"", ""running track"", ""shorts"", ""silhouette"", ""sport"", ""sports"", ""street photogrphy"", ""tarmac"", ""transportation"", ""two people"", ""vehicle"", ""wall""]",0.37770636137742386,0.3279157909345321,0.01432386879130105,0.5000874261997617,[],2,person,False
person in street photography,combined,qdrant_keyword_primary,4,2Cirx1WkMvU,0.2737359311491942,data\unsplash-lite\images\2Cirx1WkMvU.jpg,https://unsplash.com/photos/2Cirx1WkMvU,man standing near wall,"[""alley"", ""alleyway"", ""apparel"", ""architecture"", ""asphalt"", ""banister"", ""building"", ""car"", ""city"", ""city life"", ""clothing"", ""coat"", ""column"", ""corridor"", ""crowd"", ""dark"", ""darkness"", ""dome"", ""door"", ""elevator"", ""evening"", ""evening dress"", ""exterior"", ""fashion"", ""female"", ""floor"", ""flooring"", ""footwear"", ""gown"", ""hair"", ""handrail"", ""high rise"", ""holding"", ""human"", ""infrastructure"", ""jacket"", ""light"", ""man"", ""metropolis"", ""military"", ""military uniform"", ""moody"", ""nature"", ""night"", ""office building"", ""officer"", ""outdoors"", ""overcoat"", ""pants"", ""pedestrian"", ""people"", ""person"", ""pillar"", ""prison"", ""road"", ""robe"", ""runway"", ""shadow"", ""shoe"", ""silhouette"", ""sitting"", ""sleeve"", ""sliding door"", ""snapshot"", ""soldier"", ""stage"", ""street"", ""street photography"", ""suit"", ""tarmac"", ""tower"", ""town"", ""tuxedo"", ""urban"", ""wall lamp"", ""window"", ""woman""]",0.0814843869676777,0.1324196403599458,0.32666129317938114,0.49131430233226103,[],2,person,False
person in street photography,combined,qdrant_keyword_primary,5,uWvLFkvm8uI,0.2726072775544699,data\unsplash-lite\images\uWvLFkvm8uI.jpg,https://unsplash.com/photos/uWvLFkvm8uI,a man standing in the middle of a street at night,"[""crowd"", ""flare"", ""fog"", ""human"", ""light"", ""mist"", ""nature"", ""outdoors"", ""person"", ""pollution"", ""smog"", ""smoke"", ""weather""]",0.3172536313923356,0.19751379242573636,0.23794717227711398,0.5449769063712725,[],2,person,False
person in street photography,combined,qdrant_keyword_primary,6,H5llhoZSm9Y,0.27250930168716503,data\unsplash-lite\images\H5llhoZSm9Y.jpg,https://unsplash.com/photos/H5llhoZSm9Y,woman in black tank top standing near flowers in grayscale photography,"[""apparel"", ""art"", ""back"", ""black hair"", ""blossom"", ""clothing"", ""coat"", ""dance pose"", ""dress"", ""evening dress"", ""face"", ""fashion"", ""female"", ""finger"", ""floral design"", ""flower"", ""flower arrangement"", ""flower bouquet"", ""geranium"", ""girl"", ""gown"", ""graphics"", ""hair"", ""human"", ""leisure activities"", ""lingerie"", ""long sleeve"", ""musical instrument"", ""musician"", ""neck"", ""overcoat"", ""pattern"", ""people"", ""person"", ""photo"", ""photography"", ""plant"", ""pollen"", ""portrait"", ""railing"", ""robe"", ""silhouette"", ""skin"", ""sleeve"", ""suit"", ""tuxedo"", ""underwear"", ""wall"", ""woman""]",0.13195281503363807,0.14169116011441418,0.0,0.5,[],1,person,False
person in street photography,combined,qdrant_keyword_primary,7,q3sEEze3X_w,0.2720019169181428,data\unsplash-lite\images\q3sEEze3X_w.jpg,https://unsplash.com/photos/q3sEEze3X_w,man walking on sidewalk of the city,"[""apparel"", ""asphalt"", ""automobile"", ""banister"", ""building"", ""car"", ""city"", ""clothing"", ""coat"", ""cowboy hat"", ""downtown"", ""handrail"", ""hat"", ""human"", ""intersection"", ""metropolis"", ""office building"", ""overcoat"", ""person"", ""road"", ""sun hat"", ""tarmac"", ""town"", ""transportation"", ""urban"", ""vehicle""]",0.3542218376608456,0.2390277446154677,0.37439564424402577,0.4674761843213848,[],2,person,False
person in street photography,combined,qdrant_keyword_primary,8,DICEPtYOr1M,0.2713921195027439,data\unsplash-lite\images\DICEPtYOr1M.jpg,https://unsplash.com/photos/DICEPtYOr1M,grayscale photography of person wearing hoodie,"[""alley"", ""alleyway"", ""back"", ""bass"", ""black"", ""black and white"", ""blur"", ""bokeh"", ""building"", ""carry"", ""chess"", ""city"", ""community"", ""crowd"", ""face"", ""game"", ""guitar"", ""hoodies"", ""human"", ""jacket"", ""life"", ""london"", ""man"", ""market"", ""monochrome"", ""pedestrian"", ""people"", ""person"", ""photograph"", ""portrait"", ""road"", ""rock"", ""street"", ""town"", ""urban""]",0.35735157504156634,0.3569134233853555,0.0,0.5,[],2,person,False
person in street photography,combined,qdrant_keyword_primary,9,NxhnRkhKIrc,0.2701953512836677,data\unsplash-lite\images\NxhnRkhKIrc.jpg,https://unsplash.com/photos/NxhnRkhKIrc,a man standing on a street next to a train,"[""apparel"", ""clothing"", ""coat"", ""fog"", ""hat"", ""human"", ""mist"", ""nature"", ""outdoors"", ""overcoat"", ""people"", ""person"", ""pollution"", ""smog"", ""smoke"", ""street photography"", ""weather""]",0.42633001788768893,0.18471978268334346,0.0867015464633119,0.5176218618754468,[],2,person,False
person in street photography,combined,qdrant_keyword_primary,10,uTad53fcxss,0.26958487048952273,data\unsplash-lite\images\uTad53fcxss.jpg,https://unsplash.com/photos/uTad53fcxss,woman walking using umbrella going up on stairs,"[""apparel"", ""banister"", ""canopy"", ""clothing"", ""coat"", ""footwear"", ""handrail"", ""human"", ""overcoat"", ""person"", ""railing"", ""shoe"", ""staircase"", ""umbrella""]",0.16962808048023897,0.16498274026587323,0.3629071523628983,0.48444455614276966,[],1,person,False
person in street photography,combined,qdrant_keyword_secondary,1,2Cirx1WkMvU,0.2737359311491942,data\unsplash-lite\images\2Cirx1WkMvU.jpg,https://unsplash.com/photos/2Cirx1WkMvU,man standing near wall,"[""alley"", ""alleyway"", ""apparel"", ""architecture"", ""asphalt"", ""banister"", ""building"", ""car"", ""city"", ""city life"", ""clothing"", ""coat"", ""column"", ""corridor"", ""crowd"", ""dark"", ""darkness"", ""dome"", ""door"", ""elevator"", ""evening"", ""evening dress"", ""exterior"", ""fashion"", ""female"", ""floor"", ""flooring"", ""footwear"", ""gown"", ""hair"", ""handrail"", ""high rise"", ""holding"", ""human"", ""infrastructure"", ""jacket"", ""light"", ""man"", ""metropolis"", ""military"", ""military uniform"", ""moody"", ""nature"", ""night"", ""office building"", ""officer"", ""outdoors"", ""overcoat"", ""pants"", ""pedestrian"", ""people"", ""person"", ""pillar"", ""prison"", ""road"", ""robe"", ""runway"", ""shadow"", ""shoe"", ""silhouette"", ""sitting"", ""sleeve"", ""sliding door"", ""snapshot"", ""soldier"", ""stage"", ""street"", ""street photography"", ""suit"", ""tarmac"", ""tower"", ""town"", ""tuxedo"", ""urban"", ""wall lamp"", ""window"", ""woman""]",0.0814843869676777,0.1324196403599458,0.32666129317938114,0.49131430233226103,[],2,street,False
person in street photography,combined,qdrant_keyword_secondary,2,DICEPtYOr1M,0.2713921195027439,data\unsplash-lite\images\DICEPtYOr1M.jpg,https://unsplash.com/photos/DICEPtYOr1M,grayscale photography of person wearing hoodie,"[""alley"", ""alleyway"", ""back"", ""bass"", ""black"", ""black and white"", ""blur"", ""bokeh"", ""building"", ""carry"", ""chess"", ""city"", ""community"", ""crowd"", ""face"", ""game"", ""guitar"", ""hoodies"", ""human"", ""jacket"", ""life"", ""london"", ""man"", ""market"", ""monochrome"", ""pedestrian"", ""people"", ""person"", ""photograph"", ""portrait"", ""road"", ""rock"", ""street"", ""town"", ""urban""]",0.35735157504156634,0.3569134233853555,0.0,0.5,[],2,street,False
person in street photography,combined,qdrant_keyword_secondary,3,1mvRowZSXIk,0.2694044831960032,data\unsplash-lite\images\1mvRowZSXIk.jpg,https://unsplash.com/photos/1mvRowZSXIk,unknown persons walking outdoors,"[""apparel"", ""asphalt"", ""automobile"", ""beautiful"", ""building"", ""car"", ""chinatown"", ""city"", ""clothing"", ""coat"", ""culture"", ""dark"", ""human"", ""intersection"", ""light"", ""lighting"", ""manhattan"", ""metropolis"", ""mood"", ""moody"", ""new york"", ""new york city"", ""night"", ""nightscape"", ""ny"", ""nyc"", ""overcoat"", ""path"", ""pavement"", ""pedestrian"", ""person"", ""rain"", ""raincoat"", ""red"", ""road"", ""sidewalk"", ""street"", ""suit"", ""tarmac"", ""town"", ""traffic light"", ""transportation"", ""umbrella"", ""urban"", ""urbex"", ""vehicle"", ""zebra crossing""]",0.1803263845007404,0.0937383610397905,0.09918412351919934,0.5146412269741881,[],2,street,False
