query,query_group,mode,rank,image_id,file_path,visual_relevance,visual_notes,visible_main_object,style_match,failure_reason,weak_relevance,ai_description,keywords
building,object_like,qdrant_semantic,2,yVCBr4ZuOnI,data\unsplash-lite\images\yVCBr4ZuOnI.jpg,2,Full visual match. Consistently clear building and architecture results.,building,not_applicable,good_match,2,green and white high rise building,"[""apartment building"", ""architect"", ""architecture"", ""architecutre"", ""art"", ""building"", ""city"", ""condo"", ""fine art"", ""green"", ""green and pink"", ""high rise"", ""housing"", ""hungary"", ""manipulate"", ""minimal"", ""photoshop"", ""pink"", ""pink and green"", ""pink sky"", ""sky"", ""skyscraper"", ""town"", ""urban""]"
building,object_like,qdrant_semantic,3,Qj20ZHLmVis,data\unsplash-lite\images\Qj20ZHLmVis.jpg,2,Full visual match. Consistently clear building and architecture results.,building,not_applicable,good_match,2,low-angle photography of concrete building,"[""aluminium"", ""animal"", ""apartment building"", ""architecture"", ""bird"", ""building"", ""city"", ""condo"", ""cylinder"", ""downtown"", ""electrical device"", ""elevator"", ""flying"", ""high rise"", ""housing"", ""nature"", ""office building"", ""outdoors"", ""power plant"", ""sand"", ""solar panels"", ""sphere"", ""steel"", ""text"", ""tower"", ""town"", ""urban"", ""window""]"
building,object_like,qdrant_semantic,4,k5kaWuxelPU,data\unsplash-lite\images\k5kaWuxelPU.jpg,2,Full visual match. Consistently clear building and architecture results.,building,not_applicable,good_match,2,white and gray building,"[""accessories"", ""accessory"", ""architecture"", ""building"", ""cucumber"", ""diamond"", ""dome"", ""food"", ""fruit"", ""gemstone"", ""jewelry"", ""office building"", ""planetarium"", ""plant"", ""roof"", ""sphere"", ""tower"", ""triangle"", ""vegetable"", ""water tower""]"
building,object_like,qdrant_semantic,5,-Eeb9KLcoMk,data\unsplash-lite\images\-Eeb9KLcoMk.jpg,2,Full visual match. Consistently clear building and architecture results.,building,not_applicable,good_match,2,architectural photography of blue and gray skyscraper,"[""apartment building"", ""architecture"", ""building"", ""city"", ""commercial building"", ""downtown"", ""high rise"", ""housing"", ""office building"", ""reflection"", ""skyscraper"", ""tower block"", ""town"", ""urban"", ""urban landscape"", ""wondow""]"
building,object_like,qdrant_semantic,6,xX1mcY-lTpo,data\unsplash-lite\images\xX1mcY-lTpo.jpg,2,Full visual match. Consistently clear building and architecture results.,building,not_applicable,good_match,2,a traffic light hanging from the side of a tall building,"[""apartment building"", ""architecture"", ""building"", ""campus"", ""city"", ""condo"", ""convention center"", ""flare"", ""high rise"", ""housing"", ""light"", ""metropolis"", ""office building"", ""parliament"", ""town"", ""traffic light"", ""urban"", ""window""]"
building,object_like,qdrant_semantic,7,RIrYF6_HwOY,data\unsplash-lite\images\RIrYF6_HwOY.jpg,2,Full visual match. Consistently clear building and architecture results.,building,not_applicable,good_match,2,high-rise building greyscale photography,"[""arch"", ""arched"", ""architecture"", ""automobile"", ""backgrounds"", ""banister"", ""black and white"", ""brick"", ""building"", ""car"", ""city"", ""clock tower"", ""column"", ""corner"", ""countryside"", ""coupe"", ""dome"", ""fisheye"", ""handrail"", ""high rise"", ""hotel"", ""minimal"", ""nature"", ""neighborhood"", ""office building"", ""outdoors"", ""pillar"", ""planetarium"", ""plant"", ""roof"", ""rural"", ""shapes"", ""shapes and patterns"", ""shelter"", ""silhouette"", ""sky"", ""slices of sky"", ""spire"", ""sports car"", ""steeple"", ""symbol"", ""tower"", ""town"", ""transportation"", ""triangle"", ""urban"", ""vehicle"", ""veins"", ""wall"", ""window""]"
building,object_like,qdrant_semantic,8,TFoZ93XScFM,data\unsplash-lite\images\TFoZ93XScFM.jpg,2,Full visual match. Consistently clear building and architecture results.,building,not_applicable,good_match,2,worm's-eye view photography of black building,"[""angle"", ""architecture"", ""building"", ""city"", ""clouds"", ""cloudy"", ""dark"", ""diagonals"", ""downtown"", ""geometry"", ""grey"", ""high rise"", ""highrise"", ""housing"", ""landmark"", ""landscape"", ""lines"", ""looking up"", ""modern"", ""office building"", ""point of view"", ""rise"", ""sky"", ""skyscraper"", ""tower block"", ""town"", ""up"", ""urban""]"
building,object_like,qdrant_semantic,9,cMa5VZFBmQU,data\unsplash-lite\images\cMa5VZFBmQU.jpg,2,Full visual match. Consistently clear building and architecture results.,building,not_applicable,good_match,2,white painted building under blue sky,"[""apartment building"", ""architectural"", ""architecture"", ""asphalt"", ""azure sky"", ""blue sky"", ""building"", ""bush"", ""city"", ""condo"", ""corner"", ""corner building"", ""countryside"", ""high rise"", ""hotel"", ""housing"", ""intersection"", ""modern"", ""modern building"", ""nature"", ""neighborhood"", ""office building"", ""outdoors"", ""perspective"", ""plant"", ""road"", ""rural"", ""shelter"", ""silhouette"", ""sky"", ""skylight"", ""tarmac"", ""texture"", ""town"", ""urban"", ""vegetation"", ""white building"", ""window""]"
building,object_like,qdrant_semantic,10,oHGgJo0-tPI,data\unsplash-lite\images\oHGgJo0-tPI.jpg,2,Full visual match. Consistently clear building and architecture results.,building,not_applicable,good_match,2,low-angle photography of concrete building,"[""apartment building"", ""architecture"", ""art"", ""banister"", ""box"", ""building"", ""city"", ""concrete"", ""condo"", ""convention center"", ""corner"", ""countryside"", ""cross"", ""glow"", ""handrail"", ""high rise"", ""housing"", ""industrial"", ""nature"", ""night"", ""office building"", ""outdoors"", ""plywood"", ""rural"", ""sculpture"", ""shadow"", ""shelter"", ""silhouette"", ""sky"", ""stone"", ""sunlight"", ""symbol"", ""town"", ""triangle"", ""urban"", ""wood"", ""yellow""]"
building,object_like,qdrant_keyword,1,0ABCZ9bTsw4,data\unsplash-lite\images\0ABCZ9bTsw4.jpg,2,Full visual match. Keyword filtering is redundant here because semantic retrieval already returns architecture.,building,not_applicable,good_match,2,brown high-rise building,"[""architecture"", ""asphalt"", ""building"", ""city"", ""high rise"", ""hotel"", ""metropolis"", ""office building"", ""silhouette"", ""skyscraper"", ""spire"", ""steeple"", ""tarmac"", ""tower"", ""town"", ""transportation"", ""triangle"", ""urban"", ""vehicle"", ""vessel"", ""wall"", ""watercraft"", ""window""]"
building,object_like,qdrant_keyword,2,yVCBr4ZuOnI,data\unsplash-lite\images\yVCBr4ZuOnI.jpg,2,Full visual match. Keyword filtering is redundant here because semantic retrieval already returns architecture.,building,not_applicable,good_match,2,green and white high rise building,"[""apartment building"", ""architect"", ""architecture"", ""architecutre"", ""art"", ""building"", ""city"", ""condo"", ""fine art"", ""green"", ""green and pink"", ""high rise"", ""housing"", ""hungary"", ""manipulate"", ""minimal"", ""photoshop"", ""pink"", ""pink and green"", ""pink sky"", ""sky"", ""skyscraper"", ""town"", ""urban""]"
building,object_like,qdrant_keyword,3,Qj20ZHLmVis,data\unsplash-lite\images\Qj20ZHLmVis.jpg,2,Full visual match. Keyword filtering is redundant here because semantic retrieval already returns architecture.,building,not_applicable,good_match,2,low-angle photography of concrete building,"[""aluminium"", ""animal"", ""apartment building"", ""architecture"", ""bird"", ""building"", ""city"", ""condo"", ""cylinder"", ""downtown"", ""electrical device"", ""elevator"", ""flying"", ""high rise"", ""housing"", ""nature"", ""office building"", ""outdoors"", ""power plant"", ""sand"", ""solar panels"", ""sphere"", ""steel"", ""text"", ""tower"", ""town"", ""urban"", ""window""]"
building,object_like,qdrant_keyword,4,k5kaWuxelPU,data\unsplash-lite\images\k5kaWuxelPU.jpg,2,Full visual match. Keyword filtering is redundant here because semantic retrieval already returns architecture.,building,not_applicable,good_match,2,white and gray building,"[""accessories"", ""accessory"", ""architecture"", ""building"", ""cucumber"", ""diamond"", ""dome"", ""food"", ""fruit"", ""gemstone"", ""jewelry"", ""office building"", ""planetarium"", ""plant"", ""roof"", ""sphere"", ""tower"", ""triangle"", ""vegetable"", ""water tower""]"
building,object_like,qdrant_keyword,5,-Eeb9KLcoMk,data\unsplash-lite\images\-Eeb9KLcoMk.jpg,2,Full visual match. Keyword filtering is redundant here because semantic retrieval already returns architecture.,building,not_applicable,good_match,2,architectural photography of blue and gray skyscraper,"[""apartment building"", ""architecture"", ""building"", ""city"", ""commercial building"", ""downtown"", ""high rise"", ""housing"", ""office building"", ""reflection"", ""skyscraper"", ""tower block"", ""town"", ""urban"", ""urban landscape"", ""wondow""]"
building,object_like,qdrant_keyword,6,xX1mcY-lTpo,data\unsplash-lite\images\xX1mcY-lTpo.jpg,2,Full visual match. Keyword filtering is redundant here because semantic retrieval already returns architecture.,building,not_applicable,good_match,2,a traffic light hanging from the side of a tall building,"[""apartment building"", ""architecture"", ""building"", ""campus"", ""city"", ""condo"", ""convention center"", ""flare"", ""high rise"", ""housing"", ""light"", ""metropolis"", ""office building"", ""parliament"", ""town"", ""traffic light"", ""urban"", ""window""]"
building,object_like,qdrant_keyword,7,RIrYF6_HwOY,data\unsplash-lite\images\RIrYF6_HwOY.jpg,2,Full visual match. Keyword filtering is redundant here because semantic retrieval already returns architecture.,building,not_applicable,good_match,2,high-rise building greyscale photography,"[""arch"", ""arched"", ""architecture"", ""automobile"", ""backgrounds"", ""banister"", ""black and white"", ""brick"", ""building"", ""car"", ""city"", ""clock tower"", ""column"", ""corner"", ""countryside"", ""coupe"", ""dome"", ""fisheye"", ""handrail"", ""high rise"", ""hotel"", ""minimal"", ""nature"", ""neighborhood"", ""office building"", ""outdoors"", ""pillar"", ""planetarium"", ""plant"", ""roof"", ""rural"", ""shapes"", ""shapes and patterns"", ""shelter"", ""silhouette"", ""sky"", ""slices of sky"", ""spire"", ""sports car"", ""steeple"", ""symbol"", ""tower"", ""town"", ""transportation"", ""triangle"", ""urban"", ""vehicle"", ""veins"", ""wall"", ""window""]"
building,object_like,qdrant_keyword,8,TFoZ93XScFM,data\unsplash-lite\images\TFoZ93XScFM.jpg,2,Full visual match. Keyword filtering is redundant here because semantic retrieval already returns architecture.,building,not_applicable,good_match,2,worm's-eye view photography of black building,"[""angle"", ""architecture"", ""building"", ""city"", ""clouds"", ""cloudy"", ""dark"", ""diagonals"", ""downtown"", ""geometry"", ""grey"", ""high rise"", ""highrise"", ""housing"", ""landmark"", ""landscape"", ""lines"", ""looking up"", ""modern"", ""office building"", ""point of view"", ""rise"", ""sky"", ""skyscraper"", ""tower block"", ""town"", ""up"", ""urban""]"
building,object_like,qdrant_keyword,9,cMa5VZFBmQU,data\unsplash-lite\images\cMa5VZFBmQU.jpg,2,Full visual match. Keyword filtering is redundant here because semantic retrieval already returns architecture.,building,not_applicable,good_match,2,white painted building under blue sky,"[""apartment building"", ""architectural"", ""architecture"", ""asphalt"", ""azure sky"", ""blue sky"", ""building"", ""bush"", ""city"", ""condo"", ""corner"", ""corner building"", ""countryside"", ""high rise"", ""hotel"", ""housing"", ""intersection"", ""modern"", ""modern building"", ""nature"", ""neighborhood"", ""office building"", ""outdoors"", ""perspective"", ""plant"", ""road"", ""rural"", ""shelter"", ""silhouette"", ""sky"", ""skylight"", ""tarmac"", ""texture"", ""town"", ""urban"", ""vegetation"", ""white building"", ""window""]"
building,object_like,qdrant_keyword,10,oHGgJo0-tPI,data\unsplash-lite\images\oHGgJo0-tPI.jpg,2,Full visual match. Keyword filtering is redundant here because semantic retrieval already returns architecture.,building,not_applicable,good_match,2,low-angle photography of concrete building,"[""apartment building"", ""architecture"", ""art"", ""banister"", ""box"", ""building"", ""city"", ""concrete"", ""condo"", ""convention center"", ""corner"", ""countryside"", ""cross"", ""glow"", ""handrail"", ""high rise"", ""housing"", ""industrial"", ""nature"", ""night"", ""office building"", ""outdoors"", ""plywood"", ""rural"", ""sculpture"", ""shadow"", ""shelter"", ""silhouette"", ""sky"", ""stone"", ""sunlight"", ""symbol"", ""town"", ""triangle"", ""urban"", ""wood"", ""yellow""]"
person in street photography,combined,qdrant_semantic,1,qjZzZccbE1E,data\unsplash-lite\images\qjZzZccbE1E.jpg,2,Full visual match. Strong street-photo imagery with people in urban contexts; one portrait-like result weakens the context.,person,yes,good_match,2,man standing beside motor scooter,"[""alloy wheel"", ""apparel"", ""astronaut"", ""boot"", ""building"", ""city"", ""clothing"", ""crash helmet"", ""footwear"", ""hardhat"", ""helmet"", ""human"", ""local"", ""machine"", ""metropolis"", ""moped"", ""motor"", ""motor scooter"", ""motorcycle"", ""person"", ""riding boot"", ""scooter"", ""spoke"", ""tire"", ""town"", ""transportation"", ""urban"", ""vehicle"", ""vespa"", ""wheel""]"
person in street photography,combined,qdrant_semantic,2,UMftJn4b9yM,data\unsplash-lite\images\UMftJn4b9yM.jpg,2,Full visual match. Strong street-photo imagery with people in urban contexts; one portrait-like result weakens the context.,person,yes,good_match,2,silhouette of a person walking on gray concrete floor,"[""black"", ""black and white"", ""building"", ""city"", ""image"", ""person"", ""photography"", ""shadow"", ""silhouette"", ""steps"", ""street photography"", ""town"", ""urban"", ""walking"", ""white""]"
person in street photography,combined,qdrant_semantic,3,Gzm1yUip9Yw,data\unsplash-lite\images\Gzm1yUip9Yw.jpg,2,Full visual match. Strong street-photo imagery with people in urban contexts; one portrait-like result weakens the context.,person,yes,good_match,2,grayscale photo of two person sitting near fence,"[""apparel"", ""asphalt"", ""automobile"", ""banister"", ""bicycle"", ""bike"", ""black and white"", ""building"", ""car"", ""clothing"", ""couple"", ""crawling"", ""cyclist"", ""driving"", ""fence"", ""flooring"", ""freeway"", ""handrail"", ""human"", ""hurdle"", ""intersection"", ""kart"", ""light and shadow"", ""office building"", ""path"", ""pedestrian"", ""person"", ""phone photgraphy"", ""railing"", ""road"", ""running track"", ""shorts"", ""silhouette"", ""sport"", ""sports"", ""street photogrphy"", ""tarmac"", ""transportation"", ""two people"", ""vehicle"", ""wall""]"
person in street photography,combined,qdrant_semantic,4,2Cirx1WkMvU,data\unsplash-lite\images\2Cirx1WkMvU.jpg,2,Full visual match. Strong street-photo imagery with people in urban contexts; one portrait-like result weakens the context.,person,yes,good_match,2,man standing near wall,"[""alley"", ""alleyway"", ""apparel"", ""architecture"", ""asphalt"", ""banister"", ""building"", ""car"", ""city"", ""city life"", ""clothing"", ""coat"", ""column"", ""corridor"", ""crowd"", ""dark"", ""darkness"", ""dome"", ""door"", ""elevator"", ""evening"", ""evening dress"", ""exterior"", ""fashion"", ""female"", ""floor"", ""flooring"", ""footwear"", ""gown"", ""hair"", ""handrail"", ""high rise"", ""holding"", ""human"", ""infrastructure"", ""jacket"", ""light"", ""man"", ""metropolis"", ""military"", ""military uniform"", ""moody"", ""nature"", ""night"", ""office building"", ""officer"", ""outdoors"", ""overcoat"", ""pants"", ""pedestrian"", ""people"", ""person"", ""pillar"", ""prison"", ""road"", ""robe"", ""runway"", ""shadow"", ""shoe"", ""silhouette"", ""sitting"", ""sleeve"", ""sliding door"", ""snapshot"", ""soldier"", ""stage"", ""street"", ""street photography"", ""suit"", ""tarmac"", ""tower"", ""town"", ""tuxedo"", ""urban"", ""wall lamp"", ""window"", ""woman""]"
person in street photography,combined,qdrant_semantic,5,uWvLFkvm8uI,data\unsplash-lite\images\uWvLFkvm8uI.jpg,2,Full visual match. Strong street-photo imagery with people in urban contexts; one portrait-like result weakens the context.,person,yes,good_match,2,a man standing in the middle of a street at night,"[""crowd"", ""flare"", ""fog"", ""human"", ""light"", ""mist"", ""nature"", ""outdoors"", ""person"", ""pollution"", ""smog"", ""smoke"", ""weather""]"
person in street photography,combined,qdrant_semantic,6,H5llhoZSm9Y,data\unsplash-lite\images\H5llhoZSm9Y.jpg,1,Partial visual match. Strong street-photo imagery with people in urban contexts; one portrait-like result weakens the context.,person,partial,partial_match,1,woman in black tank top standing near flowers in grayscale photography,"[""apparel"", ""art"", ""back"", ""black hair"", ""blossom"", ""clothing"", ""coat"", ""dance pose"", ""dress"", ""evening dress"", ""face"", ""fashion"", ""female"", ""finger"", ""floral design"", ""flower"", ""flower arrangement"", ""flower bouquet"", ""geranium"", ""girl"", ""gown"", ""graphics"", ""hair"", ""human"", ""leisure activities"", ""lingerie"", ""long sleeve"", ""musical instrument"", ""musician"", ""neck"", ""overcoat"", ""pattern"", ""people"", ""person"", ""photo"", ""photography"", ""plant"", ""pollen"", ""portrait"", ""railing"", ""robe"", ""silhouette"", ""skin"", ""sleeve"", ""suit"", ""tuxedo"", ""underwear"", ""wall"", ""woman""]"
person in street photography,combined,qdrant_semantic,7,q3sEEze3X_w,data\unsplash-lite\images\q3sEEze3X_w.jpg,2,Full visual match. Strong street-photo imagery with people in urban contexts; one portrait-like result weakens the context.,person,yes,good_match,2,man walking on sidewalk of the city,"[""apparel"", ""asphalt"", ""automobile"", ""banister"", ""building"", ""car"", ""city"", ""clothing"", ""coat"", ""cowboy hat"", ""downtown"", ""handrail"", ""hat"", ""human"", ""intersection"", ""metropolis"", ""office building"", ""overcoat"", ""person"", ""road"", ""sun hat"", ""tarmac"", ""town"", ""transportation"", ""urban"", ""vehicle""]"
person in street photography,combined,qdrant_semantic,8,DICEPtYOr1M,data\unsplash-lite\images\DICEPtYOr1M.jpg,2,Full visual match. Strong street-photo imagery with people in urban contexts; one portrait-like result weakens the context.,person,yes,good_match,2,grayscale photography of person wearing hoodie,"[""alley"", ""alleyway"", ""back"", ""bass"", ""black"", ""black and white"", ""blur"", ""bokeh"", ""building"", ""carry"", ""chess"", ""city"", ""community"", ""crowd"", ""face"", ""game"", ""guitar"", ""hoodies"", ""human"", ""jacket"", ""life"", ""london"", ""man"", ""market"", ""monochrome"", ""pedestrian"", ""people"", ""person"", ""photograph"", ""portrait"", ""road"", ""rock"", ""street"", ""town"", ""urban""]"
person in street photography,combined,qdrant_semantic,9,NxhnRkhKIrc,data\unsplash-lite\images\NxhnRkhKIrc.jpg,2,Full visual match. Strong street-photo imagery with people in urban contexts; one portrait-like result weakens the context.,person,yes,good_match,2,a man standing on a street next to a train,"[""apparel"", ""clothing"", ""coat"", ""fog"", ""hat"", ""human"", ""mist"", ""nature"", ""outdoors"", ""overcoat"", ""people"", ""person"", ""pollution"", ""smog"", ""smoke"", ""street photography"", ""weather""]"
person in street photography,combined,qdrant_semantic,10,uTad53fcxss,data\unsplash-lite\images\uTad53fcxss.jpg,2,Full visual match. Strong street-photo imagery with people in urban contexts; one portrait-like result weakens the context.,person,yes,good_match,1,woman walking using umbrella going up on stairs,"[""apparel"", ""banister"", ""canopy"", ""clothing"", ""coat"", ""footwear"", ""handrail"", ""human"", ""overcoat"", ""person"", ""railing"", ""shoe"", ""staircase"", ""umbrella""]"
person in street photography,combined,qdrant_keyword_primary,1,qjZzZccbE1E,data\unsplash-lite\images\qjZzZccbE1E.jpg,2,Full visual match. The person keyword preserves visible people but does not improve the already strong street-photo context.,person,yes,good_match,2,man standing beside motor scooter,"[""alloy wheel"", ""apparel"", ""astronaut"", ""boot"", ""building"", ""city"", ""clothing"", ""crash helmet"", ""footwear"", ""hardhat"", ""helmet"", ""human"", ""local"", ""machine"", ""metropolis"", ""moped"", ""motor"", ""motor scooter"", ""motorcycle"", ""person"", ""riding boot"", ""scooter"", ""spoke"", ""tire"", ""town"", ""transportation"", ""urban"", ""vehicle"", ""vespa"", ""wheel""]"
person in street photography,combined,qdrant_keyword_primary,2,UMftJn4b9yM,data\unsplash-lite\images\UMftJn4b9yM.jpg,2,Full visual match. The person keyword preserves visible people but does not improve the already strong street-photo context.,person,yes,good_match,2,silhouette of a person walking on gray concrete floor,"[""black"", ""black and white"", ""building"", ""city"", ""image"", ""person"", ""photography"", ""shadow"", ""silhouette"", ""steps"", ""street photography"", ""town"", ""urban"", ""walking"", ""white""]"
person in street photography,combined,qdrant_keyword_primary,3,Gzm1yUip9Yw,data\unsplash-lite\images\Gzm1yUip9Yw.jpg,2,Full visual match. The person keyword preserves visible people but does not improve the already strong street-photo context.,person,yes,good_match,2,grayscale photo of two person sitting near fence,"[""apparel"", ""asphalt"", ""automobile"", ""banister"", ""bicycle"", ""bike"", ""black and white"", ""building"", ""car"", ""clothing"", ""couple"", ""crawling"", ""cyclist"", ""driving"", ""fence"", ""flooring"", ""freeway"", ""handrail"", ""human"", ""hurdle"", ""intersection"", ""kart"", ""light and shadow"", ""office building"", ""path"", ""pedestrian"", ""person"", ""phone photgraphy"", ""railing"", ""road"", ""running track"", ""shorts"", ""silhouette"", ""sport"", ""sports"", ""street photogrphy"", ""tarmac"", ""transportation"", ""two people"", ""vehicle"", ""wall""]"
person in street photography,combined,qdrant_keyword_primary,4,2Cirx1WkMvU,data\unsplash-lite\images\2Cirx1WkMvU.jpg,2,Full visual match. The person keyword preserves visible people but does not improve the already strong street-photo context.,person,yes,good_match,2,man standing near wall,"[""alley"", ""alleyway"", ""apparel"", ""architecture"", ""asphalt"", ""banister"", ""building"", ""car"", ""city"", ""city life"", ""clothing"", ""coat"", ""column"", ""corridor"", ""crowd"", ""dark"", ""darkness"", ""dome"", ""door"", ""elevator"", ""evening"", ""evening dress"", ""exterior"", ""fashion"", ""female"", ""floor"", ""flooring"", ""footwear"", ""gown"", ""hair"", ""handrail"", ""high rise"", ""holding"", ""human"", ""infrastructure"", ""jacket"", ""light"", ""man"", ""metropolis"", ""military"", ""military uniform"", ""moody"", ""nature"", ""night"", ""office building"", ""officer"", ""outdoors"", ""overcoat"", ""pants"", ""pedestrian"", ""people"", ""person"", ""pillar"", ""prison"", ""road"", ""robe"", ""runway"", ""shadow"", ""shoe"", ""silhouette"", ""sitting"", ""sleeve"", ""sliding door"", ""snapshot"", ""soldier"", ""stage"", ""street"", ""street photography"", ""suit"", ""tarmac"", ""tower"", ""town"", ""tuxedo"", ""urban"", ""wall lamp"", ""window"", ""woman""]"
person in street photography,combined,qdrant_keyword_primary,5,uWvLFkvm8uI,data\unsplash-lite\images\uWvLFkvm8uI.jpg,2,Full visual match. The person keyword preserves visible people but does not improve the already strong street-photo context.,person,yes,good_match,2,a man standing in the middle of a street at night,"[""crowd"", ""flare"", ""fog"", ""human"", ""light"", ""mist"", ""nature"", ""outdoors"", ""person"", ""pollution"", ""smog"", ""smoke"", ""weather""]"
person in street photography,combined,qdrant_keyword_primary,6,H5llhoZSm9Y,data\unsplash-lite\images\H5llhoZSm9Y.jpg,1,Partial visual match. The person keyword preserves visible people but does not improve the already strong street-photo context.,person,partial,partial_match,1,woman in black tank top standing near flowers in grayscale photography,"[""apparel"", ""art"", ""back"", ""black hair"", ""blossom"", ""clothing"", ""coat"", ""dance pose"", ""dress"", ""evening dress"", ""face"", ""fashion"", ""female"", ""finger"", ""floral design"", ""flower"", ""flower arrangement"", ""flower bouquet"", ""geranium"", ""girl"", ""gown"", ""graphics"", ""hair"", ""human"", ""leisure activities"", ""lingerie"", ""long sleeve"", ""musical instrument"", ""musician"", ""neck"", ""overcoat"", ""pattern"", ""people"", ""person"", ""photo"", ""photography"", ""plant"", ""pollen"", ""portrait"", ""railing"", ""robe"", ""silhouette"", ""skin"", ""sleeve"", ""suit"", ""tuxedo"", ""underwear"", ""wall"", ""woman""]"
person in street photography,combined,qdrant_keyword_primary,7,q3sEEze3X_w,data\unsplash-lite\images\q3sEEze3X_w.jpg,2,Full visual match. The person keyword preserves visible people but does not improve the already strong street-photo context.,person,yes,good_match,2,man walking on sidewalk of the city,"[""apparel"", ""asphalt"", ""automobile"", ""banister"", ""building"", ""car"", ""city"", ""clothing"", ""coat"", ""cowboy hat"", ""downtown"", ""handrail"", ""hat"", ""human"", ""intersection"", ""metropolis"", ""office building"", ""overcoat"", ""person"", ""road"", ""sun hat"", ""tarmac"", ""town"", ""transportation"", ""urban"", ""vehicle""]"
person in street photography,combined,qdrant_keyword_primary,8,DICEPtYOr1M,data\unsplash-lite\images\DICEPtYOr1M.jpg,2,Full visual match. The person keyword preserves visible people but does not improve the already strong street-photo context.,person,yes,good_match,2,grayscale photography of person wearing hoodie,"[""alley"", ""alleyway"", ""back"", ""bass"", ""black"", ""black and white"", ""blur"", ""bokeh"", ""building"", ""carry"", ""chess"", ""city"", ""community"", ""crowd"", ""face"", ""game"", ""guitar"", ""hoodies"", ""human"", ""jacket"", ""life"", ""london"", ""man"", ""market"", ""monochrome"", ""pedestrian"", ""people"", ""person"", ""photograph"", ""portrait"", ""road"", ""rock"", ""street"", ""town"", ""urban""]"
person in street photography,combined,qdrant_keyword_primary,9,NxhnRkhKIrc,data\unsplash-lite\images\NxhnRkhKIrc.jpg,2,Full visual match. The person keyword preserves visible people but does not improve the already strong street-photo context.,person,yes,good_match,2,a man standing on a street next to a train,"[""apparel"", ""clothing"", ""coat"", ""fog"", ""hat"", ""human"", ""mist"", ""nature"", ""outdoors"", ""overcoat"", ""people"", ""person"", ""pollution"", ""smog"", ""smoke"", ""street photography"", ""weather""]"
person in street photography,combined,qdrant_keyword_primary,10,uTad53fcxss,data\unsplash-lite\images\uTad53fcxss.jpg,2,Full visual match. The person keyword preserves visible people but does not improve the already strong street-photo context.,person,yes,good_match,1,woman walking using umbrella going up on stairs,"[""apparel"", ""banister"", ""canopy"", ""clothing"", ""coat"", ""footwear"", ""handrail"", ""human"", ""overcoat"", ""person"", ""railing"", ""shoe"", ""staircase"", ""umbrella""]"
person in street photography,combined,qdrant_keyword_secondary,1,2Cirx1WkMvU,data\unsplash-lite\images\2Cirx1WkMvU.jpg,2,Full visual match. The street keyword preserves urban scenes but sometimes returns streets where the person is small or absent.,person,yes,good_match,2,man standing near wall,"[""alley"", ""alleyway"", ""apparel"", ""architecture"", ""asphalt"", ""banister"", ""building"", ""car"", ""city"", ""city life"", ""clothing"", ""coat"", ""column"", ""corridor"", ""crowd"", ""dark"", ""darkness"", ""dome"", ""door"", ""elevator"", ""evening"", ""evening dress"", ""exterior"", ""fashion"", ""female"", ""floor"", ""flooring"", ""footwear"", ""gown"", ""hair"", ""handrail"", ""high rise"", ""holding"", ""human"", ""infrastructure"", ""jacket"", ""light"", ""man"", ""metropolis"", ""military"", ""military uniform"", ""moody"", ""nature"", ""night"", ""office building"", ""officer"", ""outdoors"", ""overcoat"", ""pants"", ""pedestrian"", ""people"", ""person"", ""pillar"", ""prison"", ""road"", ""robe"", ""runway"", ""shadow"", ""shoe"", ""silhouette"", ""sitting"", ""sleeve"", ""sliding door"", ""snapshot"", ""soldier"", ""stage"", ""street"", ""street photography"", ""suit"", ""tarmac"", ""tower"", ""town"", ""tuxedo"", ""urban"", ""wall lamp"", ""window"", ""woman""]"
person in street photography,combined,qdrant_keyword_secondary,2,DICEPtYOr1M,data\unsplash-lite\images\DICEPtYOr1M.jpg,2,Full visual match. The street keyword preserves urban scenes but sometimes returns streets where the person is small or absent.,person,yes,good_match,2,grayscale photography of person wearing hoodie,"[""alley"", ""alleyway"", ""back"", ""bass"", ""black"", ""black and white"", ""blur"", ""bokeh"", ""building"", ""carry"", ""chess"", ""city"", ""community"", ""crowd"", ""face"", ""game"", ""guitar"", ""hoodies"", ""human"", ""jacket"", ""life"", ""london"", ""man"", ""market"", ""monochrome"", ""pedestrian"", ""people"", ""person"", ""photograph"", ""portrait"", ""road"", ""rock"", ""street"", ""town"", ""urban""]"
person in street photography,combined,qdrant_keyword_secondary,3,1mvRowZSXIk,data\unsplash-lite\images\1mvRowZSXIk.jpg,2,Full visual match. The street keyword preserves urban scenes but sometimes returns streets where the person is small or absent.,person,yes,good_match,2,unknown persons walking outdoors,"[""apparel"", ""asphalt"", ""automobile"", ""beautiful"", ""building"", ""car"", ""chinatown"", ""city"", ""clothing"", ""coat"", ""culture"", ""dark"", ""human"", ""intersection"", ""light"", ""lighting"", ""manhattan"", ""metropolis"", ""mood"", ""moody"", ""new york"", ""new york city"", ""night"", ""nightscape"", ""ny"", ""nyc"", ""overcoat"", ""path"", ""pavement"", ""pedestrian"", ""person"", ""rain"", ""raincoat"", ""red"", ""road"", ""sidewalk"", ""street"", ""suit"", ""tarmac"", ""town"", ""traffic light"", ""transportation"", ""umbrella"", ""urban"", ""urbex"", ""vehicle"", ""zebra crossing""]"
